"","token","tok_length","n"
"7850","流域",2,4
"7851","流布",2,1
"7852","流弊",2,1
"7853","流徙",2,1
"7854","流毒",2,2
"7855","流氓",2,1
"7856","流水",2,1
"7857","流涕",2,2
"7858","流落",2,2
"7859","流蕩",2,1
"7860","流血",2,1
"7861","流行",2,11
"7862","流言",2,1
"7863","流通",2,3
"7864","流連",2,1
"7865","流離",2,2
"7866","流露",2,1
"7867","流風",2,1
"7868","浙",1,18
"7869","浙江",2,27
"7870","浙江省",3,8
"7871","浙省",2,1
"7872","浚",1,1
"7873","浚渫",2,1
"7874","浦",1,4
"7875","浩",1,4
"7876","浩劫",2,1
"7877","浩大",2,1
"7878","浩氣",2,1
"7879","浩浩蕩蕩",4,1
"7880","浩繁",2,3
"7881","浪",1,3
"7882","浪人",2,3
"7883","浪子",2,1
"7884","浪費",2,5
"7885","浮",1,8
"7886","浮世",2,1
"7887","浮世繪",3,1
"7888","浮動",2,2
"7889","浮夸",2,1
"7890","浮橋",2,1
"7891","浮泛",2,1
"7892","浮生",2,2
"7893","浮華",2,1
"7894","浮薄",2,1
"7895","浮雲",2,1
"7896","浴",1,6
"7897","浴場",2,1
"7898","浴室",2,1
"7899","海",1,72
"7900","海上",2,4
"7901","海內",2,9
"7902","海參",2,1
"7903","海嘯",2,4
"7904","海外",2,18
"7905","海岸",2,2
"7906","海岸線",3,2
"7907","海底",2,1
"7908","海晏",2,1
"7909","海棠",2,3
"7910","海水浴場",4,1
"7911","海洋",2,2
"7912","海淵",2,1
"7913","海潮",2,2
"7914","海濱",2,4
"7915","海灣",2,1
"7916","海牙",2,5
"7917","海禁",2,2
"7918","海軍",2,58
"7919","海運",2,1
"7920","海里",2,2
"7921","海關",2,5
"7922","海防",2,1
"7923","海陸",2,1
"7924","海面",2,1
"7925","海龍",2,2
"7926","浸",1,5
"7927","浸漬",2,1
"7928","浸潤",2,1
"7929","浸透",2,1
"7930","浹",1,1
"7931","涂",1,3
"7932","涇",1,1
"7933","消",1,11
"7934","消化",2,1
"7935","消夏",2,1
"7936","消弭",2,2
"7937","消息",2,28
"7938","消散",2,1
"7939","消極",2,11
"7940","消毒",2,1
"7941","消沉",2,1
"7942","消滅",2,15
"7943","消磨",2,1
"7944","消耗",2,2
"7945","消融",2,2
"7946","消費",2,8
"7947","消遣",2,5
"7948","消長",2,3
"7949","消防",2,1
"7950","消防隊",3,3
"7951","消除",2,2
"7952","涉",1,11
"7953","涉及",2,4
"7954","涉案",2,1
"7955","涉獵",2,1
"7956","涉訟",2,2
"7957","涎",1,1
"7958","涓滴",2,3
"7959","涕",1,2
"7960","涙",1,1
"7961","液化",2,1
"7962","涵",1,3
"7963","涵養",2,2
"7964","涸",1,2
"7965","涼",1,2
"7966","涼爽",2,2
"7967","涼菜",2,1
"7968","涼蓆",2,1
"7969","淆",1,1
"7970","淋",1,1
"7971","淋巴",2,1
"7972","淎",1,2
"7973","淑",1,1
"7974","淒涼",2,1
"7975","淘汰",2,4
"7976","淚",1,5
"7977","淞",1,3
"7978","淡",1,9
"7979","淡妝",2,1
"7980","淡水",2,1
"7981","淡漠",2,1
"7982","淡然",2,2
"7983","淡色",2,1
"7984","淡黃色",3,1
"7985","淨",1,17
"7986","淨水",2,1
"7987","淨盡",2,1
"7988","淪",1,4
"7989","淪陷",2,3
"7990","淫",1,5
"7991","淫亂",2,3
"7992","淫威",2,1
"7993","淫靡",2,1
"7994","淫風",2,1
"7995","淬",1,1
"7996","淮",1,2
"7997","淮南",2,1
"7998","淮陰",2,4
"7999","深",1,108
"8000","深入",2,3
"8001","深切",2,3
"8002","深刻",2,4
"8003","深厚",2,4
"8004","深川",2,6
"8005","深湛",2,1
"8006","深秋",2,2
"8007","深遠",2,2
"8008","深邃",2,1
"8009","淳厚",2,3
"8010","淵",1,4
"8011","淵源",2,3
"8012","淶",1,1
"8013","混",1,5
"8014","混亂",2,10
"8015","混合",2,6
"8016","混同",2,1
"8017","混成",2,3
"8018","混戰",2,2
"8019","混沌",2,1
"8020","混淆",2,1
"8021","混雜",2,1
"8022","淸",1,288
"8023","淺",1,26
"8024","淺水",2,1
"8025","淺薄",2,2
"8026","淺顯",2,1
"8027","淺黃",2,1
"8028","添",1,16
"8029","清",1,1
"8030","渉",1,1
"8031","渙散",2,2
"8032","減",1,38
"8033","減低",2,1
"8034","減免",2,3
"8035","減去",2,1
"8036","減少",2,29
"8037","減殺",2,2
"8038","減縮",2,2
"8039","減耗",2,1
"8040","減輕",2,10
"8041","減退",2,1
"8042","減除",2,1
"8043","渝",1,2
"8044","渠",1,4
"8045","渡",1,21
"8046","渡海",2,1
"8047","渡邊",2,1
"8048","渣",1,1
"8049","渤海",2,2
"8050","温",1,11
"8051","温和",2,3
"8052","温室",2,1
"8053","温州",2,1
"8054","温度",2,2
"8055","温江",2,1
"8056","温泉",2,2
"8057","測",1,9
"8058","測地",2,1
"8059","測繪",2,2
"8060","測量",2,9
"8061","港",1,7
"8062","港灣",2,1
"8063","渲染",2,1
"8064","渴",1,1
"8065","渴望",2,2
"8066","游",1,79
"8067","游伴",2,1
"8068","游勇",2,1
"8069","游戲",2,1
"8070","游歷",2,1
"8071","游民",2,1
"8072","游泳",2,17
"8073","游牧",2,6
"8074","游移",2,2
"8075","游藝",2,2
"8076","游行",2,1
"8077","渺",1,1
"8078","渺小",2,1
"8079","渺茫",2,1
"8080","渾",1,2
"8081","渾厚",2,1
"8082","渾然",2,1
"8083","湊",1,2
"8084","湊足",2,1
"8085","湖",1,16
"8086","湖北",2,39
"8087","湖南",2,36
"8088","湖口",2,1
"8089","湖州",2,3
"8090","湖廣",2,3
"8091","湘",1,46
"8092","湘南",2,1
"8093","湛",1,2
"8094","湧",1,3
"8095","湮",1,1
"8096","湮沒",2,2
"8097","湯",1,11
"8098","湯化龍",3,1
"8099","湯原",2,1
"8100","湯壽潛",3,1
"8101","源",1,19
"8102","源平",2,1
"8103","源流",2,5
"8104","源源",2,3
"8105","源頭",2,1
"8106","準",1,15
"8107","準備",2,36
"8108","準備金",3,2
"8109","準則",2,3
"8110","準繩",2,2
"8111","溝",1,1
"8112","溝渠",2,1
"8113","溝通",2,2
"8114","溢",1,6
"8115","溢出",2,1
"8116","溥",1,9
"8117","溥儀",2,15
"8118","溪",1,7
"8119","溪湖",2,1
"8120","溫",1,1
"8121","溫度",2,2
"8122","溫暖",2,2
"8123","溫泉",2,2
"8124","溯",1,2
"8125","溶",1,6
"8126","溷",1,1
"8127","溺",1,2
"8128","溼度",2,1
"8129","滄海",2,2
"8130","滅",1,23
"8131","滅亡",2,4
"8132","滅熄",2,1
"8133","滇",1,13
"8134","滋",1,10
"8135","滋擾",2,2
"8136","滋長",2,2
"8137","滋養",2,1
"8138","滌",1,1
"8139","滎",1,1
"8140","滑",1,1
"8141","滑稽",2,1
"8142","滔滔",2,1
"8143","滕",1,2
"8144","滙",1,2
"8145","满",1,1
"8146","滬",1,34
"8147","滬市",2,2
"8148","滬江",2,1
"8149","滯",1,1
"8150","滯留",2,1
"8151","滲透",2,2
"8152","滴",1,2
"8153","滴水",2,1
"8154","滾",1,2
"8155","滿",1,167
"8156","滿佈",2,1
"8157","滿州",2,1
"8158","滿意",2,11
"8159","滿族",2,3
"8160","滿洲",2,25
"8161","滿洲國",3,1
"8162","滿足",2,5
"8163","滿車",2,1
"8164","漁",1,1
"8165","漁夫",2,1
"8166","漁業",2,3
"8167","漂亮",2,1
"8168","漏",1,4
"8169","漏電",2,2
"8170","漑",1,1
"8171","演",1,31
"8172","演出",2,6
"8173","演劇",2,18
"8174","演化",2,1
"8175","演員",2,13
"8176","演習",2,1
"8177","演舞",2,1
"8178","演說",2,40
"8179","演講",2,13
"8180","演變",2,5
"8181","演進",2,5
"8182","演題",2,1
"8183","漕",1,3
"8184","漕運",2,2
"8185","漠",1,1
"8186","漠然",2,5
"8187","漠視",2,1
"8188","漢",1,87
"8189","漢人",2,15
"8190","漢代",2,11
"8191","漢儒",2,1
"8192","漢口",2,31
"8193","漢城",2,1
"8194","漢奸",2,2
"8195","漢字",2,2
"8196","漢學家",3,1
"8197","漢律",2,1
"8198","漢文",2,10
"8199","漢族",2,2
"8200","漢書",2,2
"8201","漢武帝",3,2
"8202","漢民",2,2
"8203","漢語",2,1
"8204","漢陽",2,11
"8205","漪",1,7
"8206","漫",1,3
"8207","漫罵",2,2
"8208","漲",1,63
"8209","漳",1,2
"8210","漸",1,67
"8211","漸次",2,9
"8212","漸漸",2,13
"8213","潁",1,1
"8214","潑",1,1
"8215","潔",1,22
"8216","潔淨",2,2
"8217","潘",1,7
"8218","潛",1,14
"8219","潛力",2,1
"8220","潛心",2,1
"8221","潛行",2,1
"8222","潤",1,6
"8223","潮",1,5
"8224","潮州",2,2
"8225","潮流",2,16
"8226","潯",1,4
"8227","潰",1,1
"8228","潰散",2,2
"8229","潰走",2,1
"8230","潰逃",2,1
"8231","潼",1,3
"8232","澂",1,4
"8233","澄",1,6
"8234","澆",1,2
"8235","澈",1,4
"8236","澈底",2,5
"8237","澌",1,1
"8238","澎",1,1
"8239","澎湃",2,2
"8240","澤",1,13
"8241","澧",1,3
"8242","澳",1,2
"8243","澳大利亞",4,1
"8244","澳洲",2,2
"8245","澳門",2,2
"8246","澹",1,3
"8247","激",1,13
"8248","激動",2,1
"8249","激勵",2,1
"8250","激增",2,1
"8251","激戰",2,1
"8252","激揚",2,1
"8253","激昂",2,4
"8254","激烈",2,10
"8255","激發",2,3
"8256","激盪",2,1
"8257","激變",2,1
"8258","激賞",2,2
"8259","激起",2,2
"8260","激震",2,1
"8261","濁",1,1
"8262","濂",1,1
"8263","濃",1,2
"8264","濃厚",2,1
"8265","濕",1,1
"8266","濛濛",2,3
"8267","濟",1,28
"8268","濟南",2,17
"8269","濟南路",3,1
"8270","濟寧",2,1
"8271","濤",1,4
"8272","濫",1,11
"8273","濫用",2,1
"8274","濫竽",2,2
"8275","濫費",2,1
"8276","濬",1,2
"8277","濮",1,2
"8278","濯",1,7
"8279","濰",1,2
"8280","濱",1,24
"8281","濱口",2,11
"8282","濱田",2,1
"8283","濶",1,1
"8284","濾",1,1
"8285","瀋",1,4
"8286","瀋陽",2,8
"8287","瀏陽",2,3
"8288","瀕",1,3
"8289","瀘州",2,1
"8290","瀚",1,1
"8291","瀛",1,3
"8292","瀛臺",2,2
"8293","瀝",1,2
"8294","瀟瀟",2,1
"8295","瀧",1,1
"8296","瀨",1,2
"8297","瀰漫",2,4
"8298","瀹",1,1
"8299","瀾",1,5
"8300","灄",1,3
"8301","灌",1,5
"8302","灌入",2,1
"8303","灌注",2,3
"8304","灌溉",2,1
"8305","灌縣",2,1
"8306","灌輸",2,1
"8307","灘頭",2,1
"8308","灝",1,1
"8309","灣",1,7
"8310","灤",1,4
"8311","灤州",2,2
"8312","火",1,37
"8313","火光",2,2
"8314","火勢",2,1
"8315","火山",2,3
"8316","火柴",2,4
"8317","火災",2,5
"8318","火燄",2,1
"8319","火神",2,1
"8320","火窟",2,1
"8321","火線",2,1
"8322","火藥",2,4
"8323","火藥庫",3,4
"8324","火車",2,8
"8325","灰",1,7
"8326","灰心",2,2
"8327","灰燼",2,1
"8328","灰白",2,1
"8329","灰色",2,3
"8330","灼",1,2
"8331","災",1,25
"8332","災區",2,3
"8333","災害",2,1
"8334","災情",2,3
"8335","災殃",2,1
"8336","災民",2,5
"8337","災變",2,4
"8338","炊",1,2
"8339","炊爨",2,1
"8340","炎",1,2
"8341","炎熱",2,1
"8342","炒蛋",2,3
"8343","炙",1,1
"8344","炫",1,1
"8345","炫耀",2,1
"8346","炬",1,8
"8347","炭疽病",3,2
"8348","炮",1,1
"8349","炮火",2,1
"8350","炮聲",2,1
"8351","炳",1,5
"8352","炸",1,4
"8353","炸彈",2,17
"8354","炸毀",2,1
"8355","炸燬",2,1
"8356","炸藥",2,1
"8357","炸裂",2,1
"8358","為",1,1
"8359","烈",1,27
"8360","烈士",2,2
"8361","烏",1,14
"8362","烟",1,7
"8363","烟囱",2,1
"8364","烱",1,1
"8365","焉",1,112
"8366","焚",1,11
"8367","焚掠",2,1
"8368","焚毀",2,3
"8369","無",1,874
"8370","無上",2,1
"8371","無事",2,1
"8372","無價",2,1
"8373","無力",2,2
"8374","無奈",2,1
"8375","無庸",2,4
"8376","無形",2,7
"8377","無恥",2,1
"8378","無情",2,2
"8379","無意",2,1
"8380","無慮",2,1
"8381","無故",2,1
"8382","無效",2,2
"8383","無數",2,8
"8384","無暇",2,2
"8385","無法",2,3
"8386","無理",2,3
"8387","無用",2,2
"8388","無疑",2,1
"8389","無禮",2,1
"8390","無窮",2,6
"8391","無線",2,1
"8392","無線電",3,3
"8393","無線電臺",4,1
"8394","無聊",2,6
"8395","無能",2,1
"8396","無論",2,83
"8397","無謂",2,1
"8398","無賴",2,5
"8399","無辜",2,1
"8400","無錫",2,3
"8401","無關",2,6
"8402","無限",2,4
"8403","無須",2,1
"8404","焦",1,4
"8405","焦土",2,2
"8406","焦炭",2,1
"8407","焦黄",2,1
"8408","焦點",2,1
"8409","然",1,419
"8410","然則",2,18
"8411","然後",2,15
"8412","然而",2,51
"8413","煉",1,2
"8414","煊",1,2
"8415","煌煌",2,1
"8416","煎",1,1
"8417","煙",1,25
"8418","煙灰",2,1
"8419","煙癮",2,1
"8420","煙筒",2,1
"8421","煙臺",2,4
"8422","煙草",2,1
"8423","煙酒",2,15
"8424","煙雲",2,1
"8425","煙霧",2,1
"8426","煢煢",2,1
"8427","煤",1,21
"8428","煤氣",2,3
"8429","煤氣管",3,1
"8430","煤油",2,15
"8431","煤油燈",3,1
"8432","煤火",2,2
"8433","煤礦",2,8
"8434","煤鐵",2,2
"8435","煥",1,2
"8436","煥然",2,1
"8437","照",1,112
"8438","照常",2,2
"8439","照料",2,2
"8440","照會",2,9
"8441","照樣",2,1
"8442","照片",2,3
"8443","照相",2,2
"8444","照舊",2,7
"8445","照辦",2,1
"8446","照顧",2,1
"8447","煩",1,6
"8448","煩悶",2,1
"8449","煩惱",2,1
"8450","煩瑣",2,1
"8451","煩累",2,2
"8452","煮",1,5
"8453","煮飯",2,1
"8454","煽",1,1
"8455","煽動",2,3
"8456","煽惑",2,1
"8457","熄",1,3
"8458","熊",1,12
"8459","熊成基",3,6
"8460","熊毛",2,1
"8461","熔",1,1
"8462","熙",1,16
"8463","熟",1,16
"8464","熟悉",2,2
"8465","熟練",2,1
"8466","熟習",2,2
"8467","熱",1,12
"8468","熱切",2,1
"8469","熱心",2,15
"8470","熱忱",2,2
"8471","熱愛",2,1
"8472","熱望",2,1
"8473","熱河",2,6
"8474","熱河省",3,3
"8475","熱海",2,2
"8476","熱潮",2,1
"8477","熱烈",2,6
"8478","熱病",2,2
"8479","熱誠",2,5
"8480","熱鬧",2,5
"8481","熾",1,3
"8482","燃",1,4
"8483","燃料",2,1
"8484","燄",1,1
"8485","燈",1,3
"8486","燈光",2,1
"8487","燎原",2,2
"8488","燏",1,1
"8489","燐",1,1
"8490","燒",1,18
"8491","燒死",2,1
"8492","燒毀",2,2
"8493","燒燬",2,1
"8494","燕",1,4
"8495","營",1,47
"8496","營利",2,2
"8497","營口",2,2
"8498","營壘",2,1
"8499","營救",2,2
"8500","營業",2,12
"8501","營生",2,2
"8502","營繕",2,2
"8503","營葬",2,1
"8504","營造",2,1
"8505","營長",2,2
"8506","營隊",2,1
"8507","營養學",3,1
"8508","燥",1,2
"8509","燦爛",2,1
"8510","燬",1,4
"8511","燭",1,4
"8512","燮",1,15
"8513","燼",1,4
"8514","燾",1,5
"8515","燿",1,1
"8516","爆發",2,4
"8517","爆裂",2,4
"8518","爍",1,1
"8519","爐",1,4
"8520","爛",1,1
"8521","爝",1,1
"8522","爪",1,2
"8523","爭",1,76
"8524","爭取",2,3
"8525","爭執",2,15
"8526","爭奪",2,2
"8527","爭持",2,2
"8528","爭求",2,1
"8529","爭端",2,2
"8530","爭論",2,1
"8531","爭議",2,7
"8532","爭辯",2,2
"8533","爭霸",2,3
"8534","爰",1,7
"8535","爲",1,3231
"8536","爵",1,9
"8537","爵位",2,2
"8538","爵祿",2,1
"8539","父",1,10
"8540","父兄",2,4
"8541","父子",2,2
"8542","父母",2,9
"8543","父老",2,2
"8544","父親",2,1
"8545","爼",1,1
"8546","爽秋",2,1
"8547","爾",1,75
"8548","爾志",2,1
"8549","牆",1,8
"8550","牆壁",2,4
"8551","片",1,14
"8552","片刻",2,1
"8553","片岡",2,3
"8554","片段",2,1
"8555","片面",2,1
"8556","版",1,8
"8557","版圖",2,3
"8558","牌",1,8
"8559","牌樓",2,1
"8560","牒",1,6
"8561","牘",1,2
"8562","牙",1,3
"8563","牙牙",2,1
"8564","牙籤",2,1
"8565","牛",1,12
"8566","牛乳",2,4
"8567","牛津",2,2
"8568","牛津大學",4,4
"8569","牛皮",2,4
"8570","牛羊",2,1
"8571","牛耳",2,3
"8572","牛肉",2,2
"8573","牛脂",2,1
"8574","牛車",2,1
"8575","牛込",2,3
"8576","牛頓",2,1
"8577","牟",1,11
"8578","牠",1,19
"8579","牠們",2,2
"8580","牡丹",2,3
"8581","牡丹園",3,1
"8582","牡丹江",3,1
"8583","牢",1,6
"8584","牢固",2,1
"8585","牢籠",2,2
"8586","牢記",2,1
"8587","牧",1,6
"8588","牧人",2,1
"8589","牧師",2,1
"8590","牧業",2,1
"8591","牧畜",2,2
"8592","物",1,68
"8593","物件",2,5
"8594","物價",2,60
"8595","物力",2,1
"8596","物品",2,4
"8597","物料",2,1
"8598","物理",2,7
"8599","物理學",3,4
"8600","物理學家",4,2
"8601","物產",2,6
"8602","物資",2,2
"8603","物質",2,24
"8604","物體",2,1
"8605","特",1,122
"8606","特任",2,1
"8607","特典",2,1
"8608","特別",2,72
"8609","特務",2,1
"8610","特報",2,1
"8611","特定",2,7
"8612","特徵",2,2
"8613","特性",2,2
"8614","特意",2,3
"8615","特效",2,1
"8616","特旨",2,3
"8617","特有",2,5
"8618","特權",2,15
"8619","特殊",2,16
"8620","特派員",3,1
"8621","特種",2,6
"8622","特立",2,1
"8623","特等",2,1
"8624","特色",2,6
"8625","特質",2,2
"8626","特長",2,6
"8627","特點",2,7
"8628","牽",1,4
"8629","牽制",2,1
"8630","牽掣",2,3
"8631","牽牛花",3,1
"8632","牽累",2,1
"8633","牽線",2,1
"8634","牽纏",2,1
"8635","犀角",2,1
"8636","犂",1,1
"8637","犖犖",2,1
"8638","犧牲",2,24
"8639","犬",1,1
"8640","犬牙",2,1
"8641","犯",1,9
"8642","犯人",2,2
"8643","犯罪",2,2
"8644","状况",2,1
"8645","狀",1,28
"8646","狀元",2,3
"8647","狀態",2,26
"8648","狀況",2,5
"8649","狀貌",2,1
"8650","狂",1,5
"8651","狂潮",2,1
"8652","狂風",2,2
"8653","狃",1,1
"8654","狄",1,2
"8655","狎",1,1
"8656","狎侮",2,1
"8657","狐",1,1
"8658","狗",1,2
"8659","狙",1,1
"8660","狠",1,1
"8661","狠毒",2,2
"8662","狡",1,2
"8663","狡詐",2,2
"8664","狡黠",2,2
"8665","狩",1,1
"8666","狹",1,13
"8667","狹小",2,1
"8668","狹窄",2,2
"8669","狹義",2,4
"8670","狹隘",2,3
"8671","狼",1,1
"8672","狼狽",2,1
"8673","猖狂",2,1
"8674","猛",1,5
"8675","猛力",2,2
"8676","猛士",2,1
"8677","猛獸",2,3
"8678","猜",1,2
"8679","猜忌",2,4
"8680","猥",1,1
"8681","猴子",2,1
"8682","猶",1,97
"8683","猶太人",3,1
"8684","猶如",2,1
"8685","猶豫",2,4
"8686","猷",1,1
"8687","獃",1,1
"8688","獄",1,9
"8689","獅",1,1
"8690","獅子",2,6
"8691","獎",1,4
"8692","獎勵",2,20
"8693","獎品",2,2
"8694","獎金",2,1
"8695","獨",1,43
"8696","獨到",2,2
"8697","獨力",2,1
"8698","獨有",2,1
"8699","獨步",2,1
"8700","獨特",2,3
"8701","獨立",2,71
"8702","獨立國",3,3
"8703","獨自",2,4
"8704","獨裁",2,1
"8705","獨霸",2,1
"8706","獲",1,51
"8707","獲利",2,3
"8708","獲勝",2,1
"8709","獲取",2,1
"8710","獲得",2,29
"8711","獲選",2,1
"8712","獵",1,2
"8713","獵取",2,1
"8714","獸類",2,1
"8715","獻",1,10
"8716","玄",1,6
"8717","玄學",2,2
"8718","玄海",2,2
"8719","玄虛",2,1
"8720","玆",1,3
"8721","率",1,44
"8722","率性",2,1
"8723","率領",2,6
"8724","玉",1,5
"8725","玉堂",2,1
"8726","玉山",2,1
"8727","玉林",2,1
"8728","玉橋",2,1
"8729","玉蜀黍",3,2
"8730","王",1,96
"8731","王公",2,13
"8732","王國",2,1
"8733","王子",2,1
"8734","王學",2,1
"8735","王府",2,3
"8736","王府井",3,1
"8737","王朝",2,3
"8738","王者",2,1
"8739","王莽",2,1
"8740","王道",2,3
"8741","王陽明",3,1
"8742","玩",1,12
"8743","玩具",2,1
"8744","玩弄",2,2
"8745","玩法",2,1
"8746","现象",2,1
"8747","玳瑁",2,1
"8748","玻璃",2,2
"8749","珂",1,2
"8750","珊",1,6
"8751","珍",1,8
"8752","珍奇",2,1
"8753","珍物",2,1
"8754","珍藏",2,1
"8755","珍貴",2,1
"8756","珍重",2,1
"8757","珏",1,1
"8758","珖",1,1
"8759","珠江",2,1
"8760","珠玉",2,2
"8761","班",1,46
"8762","班次",2,6
"8763","現",1,82
"8764","現世",2,7
"8765","現今",2,11
"8766","現代",2,28
"8767","現代化",3,4
"8768","現代史",3,2
"8769","現任",2,6
"8770","現勢",2,3
"8771","現在",2,193
"8772","現存",2,2
"8773","現實",2,6
"8774","現時",2,7
"8775","現狀",2,17
"8776","現行",2,6
"8777","現象",2,32
"8778","球",1,25
"8779","球場",2,1
"8780","球迷",2,1
"8781","球類",2,1
"8782","琅",1,1
"8783","理",1,92
"8784","理事",2,3
"8785","理事會",3,20
"8786","理事長",3,2
"8787","理化",2,6
"8788","理學",2,1
"8789","理學家",3,1
"8790","理工",2,2
"8791","理性",2,2
"8792","理想",2,26
"8793","理會",2,1
"8794","理法",2,2
"8795","理由",2,35
"8796","理科",2,4
"8797","理解",2,11
"8798","理論",2,15
"8799","理財",2,2
"8800","琉球",2,2
"8801","琉璃廠",3,1
"8802","琛",1,1
"8803","琥珀",2,1
"8804","琦",1,11
"8805","琨",1,4
"8806","琪",1,1
"8807","琮",1,1
"8808","琳",1,3
"8809","琴",1,12
"8810","琵",1,1
"8811","琿",1,1
"8812","瑛",1,4
"8813","瑞",1,10
"8814","瑞典",2,2
"8815","瑞士",2,5
"8816","瑞安",2,1
"8817","瑞氣",2,1
"8818","瑞芳",2,2
"8819","瑟",1,1
"8820","瑣",1,2
"8821","瑣事",2,2
"8822","瑣碎",2,1
"8823","瑤",1,1
"8824","瑩",1,2
"8825","瑪",1,7
"8826","瑪利亞",3,1
"8827","瑱",1,1
"8828","瑾",1,2
"8829","璋",1,1
"8830","璜",1,1
"8831","璧",1,6
"8832","環",1,8
"8833","環境",2,11
"8834","環球",2,1
"8835","環繞",2,1
"8836","環顧",2,1
"8837","璵",1,1
"8838","瓊",1,1
"8839","瓚",1,2
"8840","瓜",1,1
"8841","瓜分",2,9
"8842","瓜果",2,3
"8843","瓣",1,2
"8844","瓦",1,7
"8845","瓦斯",2,2
"8846","瓦片",2,1
"8847","瓦礫",2,1
"8848","瓦解",2,2
"8849","瓷器",2,3
"8850","瓿",1,1
"8851","甁",1,1
"8852","甄",1,1
"8853","甄別",2,2
"8854","甍",1,1
"8855","甎",1,1
"8856","甑",1,1
"8857","甘",1,9
"8858","甘心",2,3
"8859","甘粕",2,2
"8860","甘美",2,1
"8861","甘肅",2,5
"8862","甘藷",2,1
"8863","甘言",2,1
"8864","甚",1,227
"8865","甚且",2,3
"8866","甚或",2,5
"8867","甚而",2,1
"8868","甚至",2,20
"8869","甜",1,3
"8870","甜瓜",2,1
"8871","生",1,252
"8872","生前",2,2
"8873","生命",2,22
"8874","生存",2,24
"8875","生平",2,3
"8876","生徒",2,5
"8877","生息",2,2
"8878","生意",2,7
"8879","生態學",3,1
"8880","生死",2,3
"8881","生氣",2,4
"8882","生活",2,83
"8883","生涯",2,2
"8884","生物",2,10
"8885","生物學",3,11
"8886","生理",2,1
"8887","生理學",3,2
"8888","生產",2,26
"8889","生產力",3,4
"8890","生病",2,1
"8891","生計",2,22
"8892","生趣",2,1
"8893","生辰",2,1
"8894","生長",2,1
"8895","產",1,49
"8896","產出",2,4
"8897","產地",2,6
"8898","產業",2,33
"8899","產物",2,3
"8900","產生",2,15
"8901","產科",2,1
"8902","產量",2,1
"8903","甥",1,3
"8904","甥舅",2,1
"8905","用",1,395
"8906","用事",2,1
"8907","用品",2,3
"8908","用心",2,2
"8909","用意",2,13
"8910","用處",2,1
"8911","用途",2,5
"8912","甫",1,11
"8913","甯",1,18
"8914","田",1,22
"8915","田中",2,3
"8916","田地",2,3
"8917","田川",2,2
"8918","田庄",2,1
"8919","田徑",2,1
"8920","田徑賽",3,4
"8921","田村",2,1
"8922","田歌",2,1
"8923","田產",2,1
"8924","田畝",2,1
"8925","田疇",2,1
"8926","田賦",2,2
"8927","田邊",2,3
"8928","田野",2,2
"8929","由",1,632
"8930","由來",2,7
"8931","由於",2,55
"8932","甲",1,64
"8933","甲午",2,12
"8934","甲板",2,1
"8935","甲種",2,1
"8936","申",1,28
"8937","申報",2,9
"8938","申明",2,6
"8939","申訴",2,2
"8940","申請",2,1
